image_file,group_key,code,ranking_score,ranking_method
data/raw/images/БП11-Р01-Г01-1396_orig.jpg,БП11-Р01-Г01-1396,БП11-Р01-Г01-1396,,random
data/raw/images/БП11-Р01-Г03-6484_orig.jpg,БП11-Р01-Г03-6484,БП11-Р01-Г03-6484,,random
data/raw/images/БП12-Г01-3239_orig.jpg,БП12-Г01-3239,БП12-Г01-3239,,random
data/raw/images/БП12-Г01-3414_orig.jpg,БП12-Г01-3414,БП12-Г01-3414,,random
data/raw/images/БП12-Г01-5843_orig.jpg,БП12-Г01-5843,БП12-Г01-5843,,random
data/raw/images/БП12-Г01-6522_orig.jpg,БП12-Г01-6522,БП12-Г01-6522,,random
data/raw/images/БП12-Г01-6940_orig.jpg,БП12-Г01-6940,БП12-Г01-6940,,random
data/raw/images/БП12-Г01-7212_orig.jpg,БП12-Г01-7212,БП12-Г01-7212,,random
data/raw/images/БП12-Г01-7977_orig.jpg,БП12-Г01-7977,БП12-Г01-7977,,random
data/raw/images/БП12-Г02-4270_orig.jpg,БП12-Г02-4270,БП12-Г02-4270,,random
data/raw/images/БП12-Т01-8073_orig.jpg,БП12-Т01-8073,БП12-Т01-8073,,random
data/raw/images/ВО-1л58-2017-0012_orig.jpg,ВО-1л58-2017-0012,ВО-1л58-2017-0012,,random
data/raw/images/ВО-1л58-2017-0055_orig.jpg,ВО-1л58-2017-0055,ВО-1л58-2017-0055,,random
data/raw/images/ВО-1л58-2017-0075_orig.jpg,ВО-1л58-2017-0075,ВО-1л58-2017-0075,,random
data/raw/images/ВО-1л58-2017-0124_orig.jpg,ВО-1л58-2017-0124,ВО-1л58-2017-0124,,random
data/raw/images/ВО-1л58-2017-0286_orig.jpg,ВО-1л58-2017-0286,ВО-1л58-2017-0286,,random
data/raw/images/ВО-1л58-2017-0480_orig.jpg,ВО-1л58-2017-0480,ВО-1л58-2017-0480,,random
data/raw/images/ВО-1л58-2017-0509_orig.jpg,ВО-1л58-2017-0509,ВО-1л58-2017-0509,,random
data/raw/images/ВО-1л58-2017-0544_orig.jpg,ВО-1л58-2017-0544,ВО-1л58-2017-0544,,random
data/raw/images/ВО-1л58-2017-0631_orig.jpg,ВО-1л58-2017-0631,ВО-1л58-2017-0631,,random
data/raw/images/ВО-1л58-2017-0688_orig.jpg,ВО-1л58-2017-0688,ВО-1л58-2017-0688,,random
data/raw/images/ВО-1л58-2017-0769_orig.jpg,ВО-1л58-2017-0769,ВО-1л58-2017-0769,,random
data/raw/images/ВО-1л58-2017-0770_orig.jpg,ВО-1л58-2017-0770,ВО-1л58-2017-0770,,random
data/raw/images/ВО-1л58-2017-0779_orig.jpg,ВО-1л58-2017-0779,ВО-1л58-2017-0779,,random
data/raw/images/Заг11-ш01-Г01-055_orig.jpg,Заг11-ш01-Г01-055,Заг11-ш01-Г01-055,,random
data/raw/images/Заг11-ш01-Г02-067_orig.jpg,Заг11-ш01-Г02-067,Заг11-ш01-Г02-067,,random
data/raw/images/КБ-2014-Р1-0131_orig.jpg,КБ-2014-Р1-0131,КБ-2014-Р1-0131,,random
data/raw/images/КБ-2014-Р1-0427_orig.jpg,КБ-2014-Р1-0427,КБ-2014-Р1-0427,,random
data/raw/images/КБ-2014-Р1-0718_orig.jpg,КБ-2014-Р1-0718,КБ-2014-Р1-0718,,random
data/raw/images/КБ-2014-Р1-1033_orig.jpg,КБ-2014-Р1-1033,КБ-2014-Р1-1033,,random
