image_file,group_key
data/raw/images/М102-2012-1-0496_orig.jpg,М102-2012-1-0496
data/raw/images/М102-2012-1-0752_orig.jpg,М102-2012-1-0752
data/raw/images/М102-2012-1-0833_orig.jpg,М102-2012-1-0833
data/raw/images/М102-2012-1-0843_orig.jpg,М102-2012-1-0843
data/raw/images/М102-2012-2-0543_orig.jpg,М102-2012-2-0543
data/raw/images/М102-2012-2-1086_orig.jpg,М102-2012-2-1086
data/raw/images/М102-2012-2-1095_orig.jpg,М102-2012-2-1095
data/raw/images/М102-2012-2-1121_orig.jpg,М102-2012-2-1121
data/raw/images/М102-2012-2-1125_orig.jpg,М102-2012-2-1125
data/raw/images/М102-2012-2-1181_orig.jpg,М102-2012-2-1181
data/raw/images/М102-2012-2-1314_orig.jpg,М102-2012-2-1314
data/raw/images/М102-2012-2-1394_orig.jpg,М102-2012-2-1394
data/raw/images/М102-2012-2-1406_orig.jpg,М102-2012-2-1406
data/raw/images/Мич11-ш01-029_orig.jpg,Мич11-ш01-029
data/raw/images/Мич11-ш02-057_orig.jpg,Мич11-ш02-057
data/raw/images/БП11-Р01-Г03-6493_orig.jpg,БП11-Р01-Г03-6493
data/raw/images/БП11-Р01-Г01-1395_orig.jpg,БП11-Р01-Г01-1395
data/raw/images/БП11-Р01-тех-0061_orig.jpg,БП11-Р01-тех-0061
data/raw/images/БП11-Р01-Г03-3244_orig.jpg,БП11-Р01-Г03-3244
data/raw/images/БП11-Р01-тех-0443_orig.jpg,БП11-Р01-тех-0443
data/raw/images/БП11-Р01-Г01-1055_orig.jpg,БП11-Р01-Г01-1055
data/raw/images/БП11-Р01-тех-0060_orig.jpg,БП11-Р01-тех-0060
data/raw/images/БП11-Р01-Г01-1289_orig.jpg,БП11-Р01-Г01-1289
data/raw/images/БП11-Р01-Г03-6483_orig.jpg,БП11-Р01-Г03-6483
data/raw/images/Кроп-2013-152_orig.jpg,Кроп-2013-152
data/raw/images/Кроп-2013-155_orig.jpg,Кроп-2013-155
data/raw/images/Кроп-2013-158_orig.jpg,Кроп-2013-158
data/raw/images/Кроп-2013-203_orig.jpg,Кроп-2013-203
data/raw/images/Кроп-2013-268_orig.jpg,Кроп-2013-268
data/raw/images/Кроп-2013-399_orig.jpg,Кроп-2013-399
data/raw/images/Кроп-2013-401_orig.jpg,Кроп-2013-401
data/raw/images/Кроп-2013-478_orig.jpg,Кроп-2013-478
data/raw/images/Кроп-2013-Тр1-023_orig.jpg,Кроп-2013-Тр1-023
data/raw/images/Кроп-2013-Тр2-032_orig.jpg,Кроп-2013-Тр2-032
data/raw/images/Кроп-2013-Тр2-045_orig.jpg,Кроп-2013-Тр2-045
data/raw/images/Нев11-Г02-009_orig.jpg,Нев11-Г02-009
data/raw/images/Нев11-Г02-010_orig.jpg,Нев11-Г02-010
data/raw/images/Нев11-Г02-023_orig.jpg,Нев11-Г02-023
data/raw/images/Нев11-Г03-037_orig.jpg,Нев11-Г03-037
data/raw/images/Нев11-Г03-043_orig.jpg,Нев11-Г03-043
data/raw/images/Нев11-Г03-058_orig.jpg,Нев11-Г03-058
data/raw/images/Нев11-Г03-181_orig.jpg,Нев11-Г03-181
data/raw/images/Нев11-Г04А-210_orig.jpg,Нев11-Г04А-210
data/raw/images/Нев11-Г05-228_orig.jpg,Нев11-Г05-228
data/raw/images/БП12-Г01-0767_orig.jpg,БП12-Г01-0767
data/raw/images/БП12-Г01-0794_orig.jpg,БП12-Г01-0794
data/raw/images/БП12-Г01-1017_orig.jpg,БП12-Г01-1017
data/raw/images/БП12-Г01-1036_orig.jpg,БП12-Г01-1036
data/raw/images/БП12-Г01-1697_orig.jpg,БП12-Г01-1697
data/raw/images/БП12-Г01-1985_orig.jpg,БП12-Г01-1985
data/raw/images/БП12-Г01-3462_orig.jpg,БП12-Г01-3462
data/raw/images/БП12-Г01-4903_orig.jpg,БП12-Г01-4903
data/raw/images/БП12-Г01-5688_orig.jpg,БП12-Г01-5688
data/raw/images/БП12-Г01-6560_orig.jpg,БП12-Г01-6560
data/raw/images/БП12-Г01-7209_orig.jpg,БП12-Г01-7209
data/raw/images/БП12-Г01-7274_orig.jpg,БП12-Г01-7274
data/raw/images/БП12-Г01-7738_orig.jpg,БП12-Г01-7738
data/raw/images/БП12-Г01-7742_orig.jpg,БП12-Г01-7742
data/raw/images/БП12-Г01-7762_orig.jpg,БП12-Г01-7762
data/raw/images/БП12-Г02-3807_orig.jpg,БП12-Г02-3807
data/raw/images/БП12-Г02-3983_orig.jpg,БП12-Г02-3983
data/raw/images/БП12-Г02-4540_orig.jpg,БП12-Г02-4540
data/raw/images/БП12-Г02-4758_orig.jpg,БП12-Г02-4758
data/raw/images/БП12-Г02-5150_orig.jpg,БП12-Г02-5150
data/raw/images/БП12-Г02-6877_orig.jpg,БП12-Г02-6877
data/raw/images/БП12-Т01-8069_orig.jpg,БП12-Т01-8069
data/raw/images/Заг11-ш01-Г02-068_orig.jpg,Заг11-ш01-Г02-068
data/raw/images/КБ-2014-Р1-0222_orig.jpg,КБ-2014-Р1-0222
data/raw/images/КБ-2014-Р1-0320_orig.jpg,КБ-2014-Р1-0320
data/raw/images/КБ-2014-Р1-0426_orig.jpg,КБ-2014-Р1-0426
data/raw/images/КБ-2014-Р1-0679_orig.jpg,КБ-2014-Р1-0679
data/raw/images/КБ-2014-Р1-0719_orig.jpg,КБ-2014-Р1-0719
data/raw/images/КБ-2014-Р1-1101_orig.jpg,КБ-2014-Р1-1101
data/raw/images/КБ-2014-Р1-1299_orig.jpg,КБ-2014-Р1-1299
data/raw/images/КБ-2014-Р1-1304_orig.jpg,КБ-2014-Р1-1304
data/raw/images/КБ-2014-Р2-0088_orig.jpg,КБ-2014-Р2-0088
data/raw/images/КБ-2014-Р2-0133_orig.jpg,КБ-2014-Р2-0133
data/raw/images/КБ-2014-Р2-0185_orig.jpg,КБ-2014-Р2-0185
data/raw/images/КБ-2014-Р2-0189_orig.jpg,КБ-2014-Р2-0189
data/raw/images/КБ-2014-Р2-0337_orig.jpg,КБ-2014-Р2-0337
data/raw/images/КБ-2014-Р2-0338_orig.jpg,КБ-2014-Р2-0338
data/raw/images/КБ-2014-Р2-0555_orig.jpg,КБ-2014-Р2-0555
data/raw/images/КБ-2014-Р2-0558_orig.jpg,КБ-2014-Р2-0558
data/raw/images/КБ-2014-Р2-0559_orig.jpg,КБ-2014-Р2-0559
data/raw/images/КБ-2014-Р2-0566_orig.jpg,КБ-2014-Р2-0566
data/raw/images/КБ-2014-Р2-0571_orig.jpg,КБ-2014-Р2-0571
data/raw/images/КБ-2014-Р2-0576_orig.jpg,КБ-2014-Р2-0576
data/raw/images/КБ-2014-Р2-0607_orig.jpg,КБ-2014-Р2-0607
data/raw/images/КБ-2014-Р2-0612_orig.jpg,КБ-2014-Р2-0612
data/raw/images/КБ-2014-Р2-0643_orig.jpg,КБ-2014-Р2-0643
data/raw/images/КБ-2014-Р2-0708_orig.jpg,КБ-2014-Р2-0708
data/raw/images/КБ-2014-Р2-0755_orig.jpg,КБ-2014-Р2-0755
data/raw/images/КБ-2014-Р2-0782_orig.jpg,КБ-2014-Р2-0782
data/raw/images/КБ-2014-Р3-0022_orig.jpg,КБ-2014-Р3-0022
data/raw/images/КБ-2014-Р3-0060_orig.jpg,КБ-2014-Р3-0060
data/raw/images/КБ-2014-Р3-0064_orig.jpg,КБ-2014-Р3-0064
data/raw/images/КБ-2014-Р3-0086_orig.jpg,КБ-2014-Р3-0086
data/raw/images/КБ-2014-Р3-0158_orig.jpg,КБ-2014-Р3-0158
data/raw/images/КБ-2014-Р3-0299_orig.jpg,КБ-2014-Р3-0299
data/raw/images/КБ-2014-Р3-0394_orig.jpg,КБ-2014-Р3-0394
data/raw/images/КБ-2014-Р3-0442_orig.jpg,КБ-2014-Р3-0442
data/raw/images/КБ-2014-Р4-389_orig.jpg,КБ-2014-Р4-389
data/raw/images/КБ-2014-Р4-438_orig.jpg,КБ-2014-Р4-438
data/raw/images/КБ-2014-Р4-581_orig.jpg,КБ-2014-Р4-581
data/raw/images/КБ-2014-Р4-583_orig.jpg,КБ-2014-Р4-583
data/raw/images/КБ-2014-Р5-0059_orig.jpg,КБ-2014-Р5-0059
data/raw/images/КБ-2014-Р5-0065_orig.jpg,КБ-2014-Р5-0065
data/raw/images/КБ-2014-Р5-0067_orig.jpg,КБ-2014-Р5-0067
data/raw/images/КБ-2014-Р5-0069_orig.jpg,КБ-2014-Р5-0069
