image_file,group_key,pred_type,top1_prob_type,max_prob_type,entropy_type,margin_type,pred_part,top1_prob_part,max_prob_part,entropy_part,margin_part,pred_integrity,top1_prob_integrity,max_prob_integrity,entropy_integrity,margin_integrity,pred_material,top1_prob_material,max_prob_material,entropy_material,margin_material,mean_max_prob,mean_entropy,mean_margin
data/raw/images/М102-2012-1-0496_orig.jpg,М102-2012-1-0496,изразец,0.9998964071273804,0.0001035928726196289,0.001143445959314704,0.9998357892036438,венчик,0.34647509455680847,0.6535248756408691,1.3918880224227905,0.08313170075416565,фрагмент,0.9925867915153503,0.007413208484649658,0.04374385625123978,0.9851735234260559,керамика,0.9998190999031067,0.00018090009689331055,0.0019040284678339958,0.9996998310089111,0.16530564427375793,0.35966983827529475,0.7669602110981941
data/raw/images/М102-2012-1-0752_orig.jpg,М102-2012-1-0752,тарелка,0.927447497844696,0.07255250215530396,0.2750072479248047,0.8578624129295349,донце,0.9825993776321411,0.017400622367858887,0.10263826698064804,0.9708219766616821,фрагмент,0.9997357726097107,0.00026422739028930664,0.002441069344058633,0.9994715452194214,керамика,0.7722665071487427,0.22773349285125732,0.6115885376930237,0.5627291202545166,0.07948771119117737,0.24791878048563376,0.8477212637662888
data/raw/images/М102-2012-1-0833_orig.jpg,М102-2012-1-0833,тарелка,0.9975221753120422,0.0024778246879577637,0.01926032267510891,0.9956889748573303,донце,0.9724790453910828,0.027520954608917236,0.14184923470020294,0.9498544335365295,фрагмент,0.9998143315315247,0.0001856684684753418,0.0017808324191719294,0.9996286630630493,фаянс,0.9885868430137634,0.011413156986236572,0.06844120472669601,0.9789711833000183,0.010399401187896729,0.05783289863029495,0.9810358136892319
data/raw/images/М102-2012-1-0843_orig.jpg,М102-2012-1-0843,тарелка,0.995570957660675,0.004429042339324951,0.03428429365158081,0.9935204982757568,донце,0.8610889315605164,0.13891106843948364,0.4883272051811218,0.7500902414321899,фрагмент,0.9997588992118835,0.00024110078811645508,0.002249310491606593,0.9995177984237671,фаянс,0.9663928747177124,0.0336071252822876,0.1706395149230957,0.9418736696243286,0.04429708421230316,0.17387508106185123,0.9212505519390106
data/raw/images/М102-2012-2-0543_orig.jpg,М102-2012-2-0543,блюдце,0.9817829728126526,0.018217027187347412,0.10072047263383865,0.965964674949646,профиль,0.9989198446273804,0.001080155372619629,0.009064316749572754,0.9979995489120483,фрагмент,0.9961481094360352,0.0038518905639648438,0.025257650762796402,0.9922962784767151,фарфор,0.9827291965484619,0.017270803451538086,0.09684747457504272,0.9678955078125,0.010104969143867493,0.057972478680312634,0.9810390025377274
data/raw/images/М102-2012-2-1086_orig.jpg,М102-2012-2-1086,тарелка,0.9989538192749023,0.0010461807250976562,0.009245995432138443,0.9983536601066589,донце,0.9817761778831482,0.018223822116851807,0.09450186789035797,0.9641621708869934,фрагмент,0.9998483657836914,0.00015163421630859375,0.0014844685792922974,0.9996967911720276,фаянс,0.985821545124054,0.014178454875946045,0.07912333309650421,0.9727381467819214,0.008400022983551025,0.04608891624957323,0.9837376922369003
data/raw/images/М102-2012-2-1095_orig.jpg,М102-2012-2-1095,изразец,0.9995126724243164,0.00048732757568359375,0.004810526967048645,0.9992574453353882,профиль,0.46925169229507446,0.5307483077049255,1.389266848564148,0.2624642550945282,фрагмент,0.9813634157180786,0.018636584281921387,0.09268461912870407,0.9627267718315125,керамика,0.9909936785697937,0.009006321430206299,0.057206958532333374,0.9841547608375549,0.1397196352481842,0.3859922382980585,0.8021508082747459
data/raw/images/М102-2012-2-1121_orig.jpg,М102-2012-2-1121,блюдце,0.9199420213699341,0.08005797863006592,0.32804733514785767,0.859074592590332,профиль,0.9392741918563843,0.06072580814361572,0.30266061425209045,0.9111064076423645,фрагмент,0.9843404293060303,0.015659570693969727,0.0806281715631485,0.9686807990074158,фарфор,0.9849703311920166,0.015029668807983398,0.08725384622812271,0.973090648651123,0.04286825656890869,0.19964749179780483,0.9279881119728088
data/raw/images/М102-2012-2-1125_orig.jpg,М102-2012-2-1125,крышка,0.9849671721458435,0.015032827854156494,0.08423831313848495,0.9716947674751282,профиль,0.7546036839485168,0.24539631605148315,0.8099815249443054,0.5967377424240112,фрагмент,0.9982094764709473,0.0017905235290527344,0.013114498928189278,0.9964189529418945,фарфор,0.9597907066345215,0.040209293365478516,0.19184763729572296,0.9270752668380737,0.07560724020004272,0.27479549357667565,0.8729816824197769
data/raw/images/М102-2012-2-1181_orig.jpg,М102-2012-2-1181,изразец,0.9950875639915466,0.004912436008453369,0.03360221907496452,0.9910016655921936,донце,0.5240278244018555,0.47597217559814453,1.3655731678009033,0.36767059564590454,фрагмент,0.966398298740387,0.03360170125961304,0.14704731106758118,0.9327965974807739,керамика,0.9713560938835144,0.028643906116485596,0.15028299391269684,0.9497534036636353,0.13578255474567413,0.42412642296403646,0.8103055655956268
data/raw/images/М102-2012-2-1314_orig.jpg,М102-2012-2-1314,крышка,0.9725680947303772,0.027431905269622803,0.14284518361091614,0.9522178769111633,профиль,0.9053579568862915,0.0946420431137085,0.3754916787147522,0.8302868604660034,фрагмент,0.9996886253356934,0.0003113746643066406,0.0028257155790925026,0.9993772506713867,фарфор,0.9812546968460083,0.0187453031539917,0.10127832740545273,0.9647011160850525,0.03528265655040741,0.1556102263275534,0.9366457760334015
