image_file,group_key,code,ranking_score,ranking_method
data/raw/images/КБ-2014-Р1-0547_orig.jpg,КБ-2014-Р1-0547,КБ-2014-Р1-0547,0.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-5597_orig.jpg,Нейш3А-2018-5597,Нейш3А-2018-5597,1.0,hybrid_top3x_coreset
data/raw/images/Нц-30-662_orig.jpg,Нц-30-662,Нц-30-662,2.0,hybrid_top3x_coreset
data/raw/images/Нц-45-1445_orig.jpg,Нц-45-1445,Нц-45-1445,3.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-5970_orig.jpg,Нейш3А-2018-5970,Нейш3А-2018-5970,4.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-4094_orig.jpg,Нейш3А-2018-4094,Нейш3А-2018-4094,5.0,hybrid_top3x_coreset
data/raw/images/БП12-Г01-7079_orig.jpg,БП12-Г01-7079,БП12-Г01-7079,6.0,hybrid_top3x_coreset
data/raw/images/Т-12-Р4-1205_orig.jpg,Т-12-Р4-1205,Т-12-Р4-1205,7.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р1-1489_orig.jpg,КБ-2014-Р1-1489,КБ-2014-Р1-1489,8.0,hybrid_top3x_coreset
data/raw/images/ВО-1л58-2017-0503_orig.jpg,ВО-1л58-2017-0503,ВО-1л58-2017-0503,9.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0259_orig.jpg,Нейш3А-2018-0259,Нейш3А-2018-0259,10.0,hybrid_top3x_coreset
data/raw/images/Нц-45-0863_orig.jpg,Нц-45-0863,Нц-45-0863,11.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р5-0118_orig.jpg,КБ-2014-Р5-0118,КБ-2014-Р5-0118,12.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0806_orig.jpg,Нейш3А-2018-0806,Нейш3А-2018-0806,13.0,hybrid_top3x_coreset
data/raw/images/Кроп-2013-422_orig.jpg,Кроп-2013-422,Кроп-2013-422,14.0,hybrid_top3x_coreset
data/raw/images/ВО-1л58-2017-0056_orig.jpg,ВО-1л58-2017-0056,ВО-1л58-2017-0056,15.0,hybrid_top3x_coreset
data/raw/images/Кроп-2013-392_orig.jpg,Кроп-2013-392,Кроп-2013-392,16.0,hybrid_top3x_coreset
data/raw/images/Нц-33-1686_orig.jpg,Нц-33-1686,Нц-33-1686,17.0,hybrid_top3x_coreset
data/raw/images/Т-12-Р4-1246_orig.jpg,Т-12-Р4-1246,Т-12-Р4-1246,18.0,hybrid_top3x_coreset
data/raw/images/Нц-33-5509_orig.jpg,Нц-33-5509,Нц-33-5509,19.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р1-0131_orig.jpg,КБ-2014-Р1-0131,КБ-2014-Р1-0131,20.0,hybrid_top3x_coreset
data/raw/images/БП12-Г01-6940_orig.jpg,БП12-Г01-6940,БП12-Г01-6940,21.0,hybrid_top3x_coreset
data/raw/images/Нц-33-2608_orig.jpg,Нц-33-2608,Нц-33-2608,22.0,hybrid_top3x_coreset
data/raw/images/КБ-2014-Р3-0268_orig.jpg,КБ-2014-Р3-0268,КБ-2014-Р3-0268,23.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-0210_orig.jpg,Нейш3А-2018-0210,Нейш3А-2018-0210,24.0,hybrid_top3x_coreset
data/raw/images/Нейш3А-2018-3010_orig.jpg,Нейш3А-2018-3010,Нейш3А-2018-3010,25.0,hybrid_top3x_coreset
