image_file,group_key,code,ranking_score,ranking_method
data/raw/images/КБ-2014-Р1-0547_orig.jpg,КБ-2014-Р1-0547,КБ-2014-Р1-0547,0.0,coreset
data/raw/images/Нейш3А-2018-5597_orig.jpg,Нейш3А-2018-5597,Нейш3А-2018-5597,1.0,coreset
data/raw/images/Нц-30-662_orig.jpg,Нц-30-662,Нц-30-662,2.0,coreset
data/raw/images/Нц-45-1445_orig.jpg,Нц-45-1445,Нц-45-1445,3.0,coreset
data/raw/images/ВО-1л58-2017-0161_orig.jpg,ВО-1л58-2017-0161,ВО-1л58-2017-0161,4.0,coreset
data/raw/images/Нц-31-0148_orig.jpg,Нц-31-0148,Нц-31-0148,5.0,coreset
data/raw/images/Нейш3А-2018-5970_orig.jpg,Нейш3А-2018-5970,Нейш3А-2018-5970,6.0,coreset
data/raw/images/Нейш3А-2018-4094_orig.jpg,Нейш3А-2018-4094,Нейш3А-2018-4094,7.0,coreset
data/raw/images/БП12-Г01-7079_orig.jpg,БП12-Г01-7079,БП12-Г01-7079,8.0,coreset
data/raw/images/Т-12-Р2-2714_orig.jpg,Т-12-Р2-2714,Т-12-Р2-2714,9.0,coreset
data/raw/images/Т-12-Р4-1205_orig.jpg,Т-12-Р4-1205,Т-12-Р4-1205,10.0,coreset
data/raw/images/КБ-2014-Р1-1489_orig.jpg,КБ-2014-Р1-1489,КБ-2014-Р1-1489,11.0,coreset
data/raw/images/ВО-1л58-2017-0503_orig.jpg,ВО-1л58-2017-0503,ВО-1л58-2017-0503,12.0,coreset
data/raw/images/Нейш3А-2018-0259_orig.jpg,Нейш3А-2018-0259,Нейш3А-2018-0259,13.0,coreset
data/raw/images/Нц-45-0863_orig.jpg,Нц-45-0863,Нц-45-0863,14.0,coreset
data/raw/images/ВО-1л58-2017-0053_orig.jpg,ВО-1л58-2017-0053,ВО-1л58-2017-0053,15.0,coreset
data/raw/images/КБ-2014-Р5-0118_orig.jpg,КБ-2014-Р5-0118,КБ-2014-Р5-0118,16.0,coreset
data/raw/images/Нц-45-1531_orig.jpg,Нц-45-1531,Нц-45-1531,17.0,coreset
data/raw/images/Нц-33-5520_orig.jpg,Нц-33-5520,Нц-33-5520,18.0,coreset
data/raw/images/КБ-2014-Р2-0605_orig.jpg,КБ-2014-Р2-0605,КБ-2014-Р2-0605,19.0,coreset
data/raw/images/Нейш3А-2018-4342_orig.jpg,Нейш3А-2018-4342,Нейш3А-2018-4342,20.0,coreset
data/raw/images/Т-12-Р3-2036_orig.jpg,Т-12-Р3-2036,Т-12-Р3-2036,21.0,coreset
data/raw/images/Нейш3А-2018-0806_orig.jpg,Нейш3А-2018-0806,Нейш3А-2018-0806,22.0,coreset
data/raw/images/Кроп-2013-422_orig.jpg,Кроп-2013-422,Кроп-2013-422,23.0,coreset
data/raw/images/ВО-1л58-2017-0056_orig.jpg,ВО-1л58-2017-0056,ВО-1л58-2017-0056,24.0,coreset
data/raw/images/Кроп-2013-392_orig.jpg,Кроп-2013-392,Кроп-2013-392,25.0,coreset
data/raw/images/Нц-33-1686_orig.jpg,Нц-33-1686,Нц-33-1686,26.0,coreset
data/raw/images/Нейш3А-2018-3996_orig.jpg,Нейш3А-2018-3996,Нейш3А-2018-3996,27.0,coreset
data/raw/images/БП12-Г01-7263_orig.jpg,БП12-Г01-7263,БП12-Г01-7263,28.0,coreset
data/raw/images/Т-12-Р4-1246_orig.jpg,Т-12-Р4-1246,Т-12-Р4-1246,29.0,coreset
data/raw/images/Т-12-Р2-1418_orig.jpg,Т-12-Р2-1418,Т-12-Р2-1418,30.0,coreset
data/raw/images/КБ-2014-Р3-0419_orig.jpg,КБ-2014-Р3-0419,КБ-2014-Р3-0419,31.0,coreset
data/raw/images/Нц-48-341_orig.jpg,Нц-48-341,Нц-48-341,32.0,coreset
data/raw/images/Нейш3А-2018-0810_orig.jpg,Нейш3А-2018-0810,Нейш3А-2018-0810,33.0,coreset
data/raw/images/Нц-33-5509_orig.jpg,Нц-33-5509,Нц-33-5509,34.0,coreset
data/raw/images/КБ-2014-Р1-0131_orig.jpg,КБ-2014-Р1-0131,КБ-2014-Р1-0131,35.0,coreset
data/raw/images/Нейш3А-2018-2331_orig.jpg,Нейш3А-2018-2331,Нейш3А-2018-2331,36.0,coreset
data/raw/images/Нейш3А-2018-0206_orig.jpg,Нейш3А-2018-0206,Нейш3А-2018-0206,37.0,coreset
data/raw/images/КБ-2014-Р2-0485_orig.jpg,КБ-2014-Р2-0485,КБ-2014-Р2-0485,38.0,coreset
data/raw/images/БП12-Г01-6940_orig.jpg,БП12-Г01-6940,БП12-Г01-6940,39.0,coreset
data/raw/images/Нц-33-2608_orig.jpg,Нц-33-2608,Нц-33-2608,40.0,coreset
data/raw/images/КБ-2014-Р3-0268_orig.jpg,КБ-2014-Р3-0268,КБ-2014-Р3-0268,41.0,coreset
data/raw/images/Нейш3А-2018-0210_orig.jpg,Нейш3А-2018-0210,Нейш3А-2018-0210,42.0,coreset
data/raw/images/Нейш3А-2018-1042_orig.jpg,Нейш3А-2018-1042,Нейш3А-2018-1042,43.0,coreset
data/raw/images/БП11-Р01-Г01-1248_orig.jpg,БП11-Р01-Г01-1248,БП11-Р01-Г01-1248,44.0,coreset
data/raw/images/КБ-2014-Р4-424_orig.jpg,КБ-2014-Р4-424,КБ-2014-Р4-424,45.0,coreset
data/raw/images/Нейш3А-2018-3010_orig.jpg,Нейш3А-2018-3010,Нейш3А-2018-3010,46.0,coreset
data/raw/images/Нейш3А-2018-0851_orig.jpg,Нейш3А-2018-0851,Нейш3А-2018-0851,47.0,coreset
data/raw/images/ВО-1л58-2017-1111_orig.jpg,ВО-1л58-2017-1111,ВО-1л58-2017-1111,48.0,coreset
data/raw/images/Нц-45-1085_orig.jpg,Нц-45-1085,Нц-45-1085,49.0,coreset
data/raw/images/Нц-31-0204_orig.jpg,Нц-31-0204,Нц-31-0204,50.0,coreset
data/raw/images/Нейш3А-2018-7127_orig.jpg,Нейш3А-2018-7127,Нейш3А-2018-7127,51.0,coreset
data/raw/images/БП12-Г01-2475_orig.jpg,БП12-Г01-2475,БП12-Г01-2475,52.0,coreset
data/raw/images/БП12-Г01-6538_orig.jpg,БП12-Г01-6538,БП12-Г01-6538,53.0,coreset
data/raw/images/М102-2012-2-1267_orig.jpg,М102-2012-2-1267,М102-2012-2-1267,54.0,coreset
data/raw/images/Нейш3А-2018-5893_orig.jpg,Нейш3А-2018-5893,Нейш3А-2018-5893,55.0,coreset
data/raw/images/КБ-2014-Р5-0032_orig.jpg,КБ-2014-Р5-0032,КБ-2014-Р5-0032,56.0,coreset
data/raw/images/БП12-Г02-3659_orig.jpg,БП12-Г02-3659,БП12-Г02-3659,57.0,coreset
data/raw/images/Нц-30-982_orig.jpg,Нц-30-982,Нц-30-982,58.0,coreset
data/raw/images/ВО-1л58-2017-0881_orig.jpg,ВО-1л58-2017-0881,ВО-1л58-2017-0881,59.0,coreset
data/raw/images/Нц-33-0075_orig.jpg,Нц-33-0075,Нц-33-0075,60.0,coreset
data/raw/images/М102-2012-2-1068_orig.jpg,М102-2012-2-1068,М102-2012-2-1068,61.0,coreset
data/raw/images/Т-12-Р4-1224_orig.jpg,Т-12-Р4-1224,Т-12-Р4-1224,62.0,coreset
data/raw/images/Нейш3А-2018-0111_orig.jpg,Нейш3А-2018-0111,Нейш3А-2018-0111,63.0,coreset
data/raw/images/БП12-Г01-6214_orig.jpg,БП12-Г01-6214,БП12-Г01-6214,64.0,coreset
data/raw/images/Нейш3А-2018-6055_orig.jpg,Нейш3А-2018-6055,Нейш3А-2018-6055,65.0,coreset
data/raw/images/КБ-2014-Р2-0532_orig.jpg,КБ-2014-Р2-0532,КБ-2014-Р2-0532,66.0,coreset
data/raw/images/КБ-2014-Р2-0056_orig.jpg,КБ-2014-Р2-0056,КБ-2014-Р2-0056,67.0,coreset
data/raw/images/Нейш3А-2018-1764_orig.jpg,Нейш3А-2018-1764,Нейш3А-2018-1764,68.0,coreset
data/raw/images/КБ-2014-Р2-0780_orig.jpg,КБ-2014-Р2-0780,КБ-2014-Р2-0780,69.0,coreset
data/raw/images/БП11-Р01-Г01-1197_orig.jpg,БП11-Р01-Г01-1197,БП11-Р01-Г01-1197,70.0,coreset
data/raw/images/Т-12-Р4-1218_orig.jpg,Т-12-Р4-1218,Т-12-Р4-1218,71.0,coreset
data/raw/images/Нейш3А-2018-7216_orig.jpg,Нейш3А-2018-7216,Нейш3А-2018-7216,72.0,coreset
data/raw/images/Т-12-Р2-1972_orig.jpg,Т-12-Р2-1972,Т-12-Р2-1972,73.0,coreset
data/raw/images/Нейш3А-2018-1980_orig.jpg,Нейш3А-2018-1980,Нейш3А-2018-1980,74.0,coreset
data/raw/images/Нц-45-0230_orig.jpg,Нц-45-0230,Нц-45-0230,75.0,coreset
data/raw/images/Нейш3А-2018-3039_orig.jpg,Нейш3А-2018-3039,Нейш3А-2018-3039,76.0,coreset
data/raw/images/Нейш3А-2018-4912_orig.jpg,Нейш3А-2018-4912,Нейш3А-2018-4912,77.0,coreset
data/raw/images/ВО-1л58-2017-0286_orig.jpg,ВО-1л58-2017-0286,ВО-1л58-2017-0286,78.0,coreset
data/raw/images/Нц-49-166_orig.jpg,Нц-49-166,Нц-49-166,79.0,coreset
data/raw/images/БП12-Г01-1974_orig.jpg,БП12-Г01-1974,БП12-Г01-1974,80.0,coreset
data/raw/images/БП12-Т01-8073_orig.jpg,БП12-Т01-8073,БП12-Т01-8073,81.0,coreset
data/raw/images/БП12-Г02-5243_orig.jpg,БП12-Г02-5243,БП12-Г02-5243,82.0,coreset
data/raw/images/КБ-2014-Р6-183_orig.jpg,КБ-2014-Р6-183,КБ-2014-Р6-183,83.0,coreset
data/raw/images/Нейш3А-2018-7215_orig.jpg,Нейш3А-2018-7215,Нейш3А-2018-7215,84.0,coreset
data/raw/images/БП11-Р01-Г01-1065_orig.jpg,БП11-Р01-Г01-1065,БП11-Р01-Г01-1065,85.0,coreset
data/raw/images/Т-12-Р2-3023_orig.jpg,Т-12-Р2-3023,Т-12-Р2-3023,86.0,coreset
data/raw/images/ВО-1л58-2017-0688_orig.jpg,ВО-1л58-2017-0688,ВО-1л58-2017-0688,87.0,coreset
data/raw/images/БП11-Р01-Г01-1247_orig.jpg,БП11-Р01-Г01-1247,БП11-Р01-Г01-1247,88.0,coreset
data/raw/images/Т-12-Р2-1716_orig.jpg,Т-12-Р2-1716,Т-12-Р2-1716,89.0,coreset
data/raw/images/Нц-102-1519_orig.jpg,Нц-102-1519,Нц-102-1519,90.0,coreset
data/raw/images/БП12-Г01-6523_orig.jpg,БП12-Г01-6523,БП12-Г01-6523,91.0,coreset
data/raw/images/Нейш3А-2018-1186_orig.jpg,Нейш3А-2018-1186,Нейш3А-2018-1186,92.0,coreset
data/raw/images/КБ-2014-Р2-0128_orig.jpg,КБ-2014-Р2-0128,КБ-2014-Р2-0128,93.0,coreset
data/raw/images/Кроп-2013-414_orig.jpg,Кроп-2013-414,Кроп-2013-414,94.0,coreset
data/raw/images/Нц-53-349_orig.jpg,Нц-53-349,Нц-53-349,95.0,coreset
data/raw/images/Нц-45-0850_orig.jpg,Нц-45-0850,Нц-45-0850,96.0,coreset
data/raw/images/Нейш3А-2018-0625_orig.jpg,Нейш3А-2018-0625,Нейш3А-2018-0625,97.0,coreset
data/raw/images/ВО-1л58-2017-0625_orig.jpg,ВО-1л58-2017-0625,ВО-1л58-2017-0625,98.0,coreset
data/raw/images/Нц-45-1579_orig.jpg,Нц-45-1579,Нц-45-1579,99.0,coreset
